지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
253,김해시,2020-04-02,10.6,5.7,615,17.1,1306
253,김해시,2020-04-03,12.7,6.5,639,20.7,1431
253,김해시,2020-04-04,12.7,7.3,606,22.7,1453
253,김해시,2020-04-05,8.8,3.7,651,15.2,1452
253,김해시,2020-04-06,10.6,3.2,507,17.6,1314
253,김해시,2020-04-07,14.5,7.5,639,21.8,1500
253,김해시,2020-04-08,13.5,8.3,2338,20.7,1524
253,김해시,2020-04-09,11.2,5.2,614,18.2,1622
253,김해시,2020-04-10,9.9,7.8,632,12.1,1433
253,김해시,2020-04-11,9.9,6.3,427,14.9,1225
253,김해시,2020-04-12,8.5,6.4,2219,13.9,1439
253,김해시,2020-04-13,9.4,5.8,434,16,1719
253,김해시,2020-04-14,13.9,3.6,538,23.7,1441
253,김해시,2020-04-15,13.7,8,551,20.6,1243
253,김해시,2020-04-16,12.8,8.4,512,19.4,1244
253,김해시,2020-04-17,11.3,9.7,517,12.5,2033
253,김해시,2020-04-18,14,9.4,616,21.6,1542
253,김해시,2020-04-19,11.3,9.7,2126,14.6,1150
253,김해시,2020-04-20,14.4,9.3,625,20.6,1426
253,김해시,2020-04-21,12.2,7.2,2359,18.6,1418
253,김해시,2020-04-22,8.6,3.5,559,15.9,1504
253,김해시,2020-04-23,9.9,2.6,544,16.6,1529
253,김해시,2020-04-24,11,4,606,16.4,1212
253,김해시,2020-04-25,14.9,8.1,445,20.3,1609
253,김해시,2020-04-26,13.7,9.4,2259,21.2,1530
253,김해시,2020-04-27,13.3,7.1,540,20.5,1422
253,김해시,2020-04-28,13.8,7.4,600,21.7,1516
253,김해시,2020-04-29,15.7,9.1,606,25.4,1343
253,김해시,2020-04-30,17.2,8.8,537,23.4,1316
253,김해시,2020-05-01,20,15.8,516,25.6,1340
253,김해시,2020-05-02,19.5,15.7,524,25.2,1042
253,김해시,2020-05-03,16.7,15,301,17.7,1537
253,김해시,2020-05-04,21,16.3,107,28.6,1445
253,김해시,2020-05-05,17.3,14.1,2201,21.4,1344
253,김해시,2020-05-06,18.6,13.5,311,27,1331
253,김해시,2020-05-07,17,11.7,550,24,1101
253,김해시,2020-05-08,17.7,10.6,550,22.9,1156
253,김해시,2020-05-09,16.3,14.8,803,18.5,134
253,김해시,2020-05-10,18.8,14.1,308,25.8,1500
253,김해시,2020-05-11,21,14,545,29.2,1601
253,김해시,2020-05-12,19.5,14.9,2357,23.6,1116
253,김해시,2020-05-13,18.4,10.7,501,26.1,1605
253,김해시,2020-05-14,19.3,13.1,508,25.9,1227
253,김해시,2020-05-15,16.2,14.3,1237,18.2,9
253,김해시,2020-05-16,19.3,15.5,305,27.5,1426
253,김해시,2020-05-17,18.9,16.5,241,23.1,1439
253,김해시,2020-05-18,18.1,15.8,553,21.2,1626
253,김해시,2020-05-19,15.6,12.2,535,19.6,1609
253,김해시,2020-05-20,15.2,10.7,515,22.5,1257
253,김해시,2020-05-21,15,12.1,2400,19.3,1228
253,김해시,2020-05-22,16,10.8,501,22.7,1546
253,김해시,2020-05-23,17.2,11,524,24.1,1308
253,김해시,2020-05-24,19.9,13.4,522,25.8,1201
253,김해시,2020-05-25,20.5,17.1,452,25.6,1228
253,김해시,2020-05-26,19.5,16.7,2318,25.7,1511
253,김해시,2020-05-27,20.1,15.8,2322,28.2,1408
253,김해시,2020-05-28,20.2,13.6,527,26.8,1215
253,김해시,2020-05-29,20.8,14.5,523,27.2,1406
253,김해시,2020-05-30,20.7,15.3,459,26.2,1457
253,김해시,2020-05-31,20.3,15.6,510,26.5,1254
253,김해시,2020-06-01,23.6,18,510,30.3,1539
253,김해시,2020-06-02,21.7,16.1,605,28.1,1401
253,김해시,2020-06-03,21.8,17,151,28.4,1349
253,김해시,2020-06-04,24.6,19.6,411,31.4,1527
253,김해시,2020-06-05,23.8,19.9,2357,29.9,1142
253,김해시,2020-06-06,22.8,19.4,235,28.6,1453
253,김해시,2020-06-07,22.9,17.7,612,29.2,1222
253,김해시,2020-06-08,24.3,16.3,517,30.6,1444
253,김해시,2020-06-09,25.4,18,552,33.7,1423
253,김해시,2020-06-10,25.2,20,504,32.3,1321
253,김해시,2020-06-11,24.2,21.5,150,31.5,1303
253,김해시,2020-06-12,24.4,21.3,119,30.9,1344
253,김해시,2020-06-13,22.9,21.1,539,27.6,1523
253,김해시,2020-06-14,24.7,22.2,1,29,1704
253,김해시,2020-06-15,24.7,19.4,534,31.5,1555
253,김해시,2020-06-16,24.3,20.4,543,31.3,1235
253,김해시,2020-06-17,22.3,18,435,28.2,1431
253,김해시,2020-06-18,18.3,16.1,500,20.3,20
253,김해시,2020-06-19,22.6,18.2,242,28.6,1447
253,김해시,2020-06-20,22.3,19,2356,26.8,1239
253,김해시,2020-06-21,22,16.8,513,28.6,1528
253,김해시,2020-06-22,23,16.2,529,28.7,1518
253,김해시,2020-06-23,24.1,18.2,401,30,1500
253,김해시,2020-06-24,22.3,19.9,458,25.7,1251
253,김해시,2020-06-25,22.3,20.8,1,24.5,1051
253,김해시,2020-06-26,24.6,20.2,420,30.9,1452
253,김해시,2020-06-27,24.5,20,410,29.9,1402
253,김해시,2020-06-28,25.4,20.6,523,31.9,1341
253,김해시,2020-06-29,21.7,18.7,1730,26.1,1241
253,김해시,2020-06-30,23.3,20.3,754,27.6,1417
253,김해시,2020-07-01,21.6,19.5,522,26.2,1244
253,김해시,2020-07-02,22.5,18.7,243,27.1,1136
253,김해시,2020-07-03,20.8,18,2335,23.1,1509
253,김해시,2020-07-04,20.5,18.2,1,24.5,1004
253,김해시,2020-07-05,22.7,18.7,312,27.3,1502
253,김해시,2020-07-06,22.8,20.5,130,26.2,1041
253,김해시,2020-07-07,24.2,21.6,430,29.8,1108
253,김해시,2020-07-08,24.9,21.6,452,31.1,1214
253,김해시,2020-07-09,23.5,21.1,301,28.1,1204
253,김해시,2020-07-10,22.9,21.2,348,26.6,1645
253,김해시,2020-07-11,23.8,21.7,2347,30.1,1144
253,김해시,2020-07-12,20.7,18.7,2329,22.7,1043
253,김해시,2020-07-13,19.3,18.4,344,20.3,1349
253,김해시,2020-07-14,20,18.6,135,22.3,1242
253,김해시,2020-07-15,19.5,18.8,259,20.8,1212
253,김해시,2020-07-16,22,18.2,421,27.2,1348
253,김해시,2020-07-17,22.5,16.6,551,28.6,1403
253,김해시,2020-07-18,22.4,17.7,417,26.4,1406
253,김해시,2020-07-19,23.7,20.8,313,25.5,1958
253,김해시,2020-07-20,25.8,23.4,2351,29.6,1522
253,김해시,2020-07-21,26,22.6,422,31.3,1356
253,김해시,2020-07-22,22.9,21.5,331,25.2,1152
253,김해시,2020-07-23,22.3,21.7,1444,23.3,1102
253,김해시,2020-07-24,21.4,20.1,2226,23.3,1244
253,김해시,2020-07-25,21.6,20.1,1,24.8,1301
253,김해시,2020-07-26,24,19.8,552,29,1234
253,김해시,2020-07-27,23.3,21.9,405,26.5,1243
253,김해시,2020-07-28,23.3,21.8,127,25.4,1035
253,김해시,2020-07-29,23.9,22.1,49,27.3,1049
253,김해시,2020-07-30,23.4,21.6,1257,29.3,1019
253,김해시,2020-07-31,26.1,21.4,59,31.7,1605
253,김해시,2020-08-01,27.5,24.4,320,32.2,1332
253,김해시,2020-08-02,27.8,25.5,2254,31.6,1343
253,김해시,2020-08-03,27.6,25.6,107,30.3,1212
253,김해시,2020-08-04,27.8,24.6,622,31.5,1344
253,김해시,2020-08-05,27.2,24.9,301,30.6,1153
253,김해시,2020-08-06,26.8,25.4,154,28,1106
253,김해시,2020-08-07,25.8,23.6,1936,27.9,1045
253,김해시,2020-08-08,25.4,24,1,26.7,1205
253,김해시,2020-08-09,26.6,24.3,2352,31.1,1209
253,김해시,2020-08-10,26.1,24,27,29.9,1023
253,김해시,2020-08-11,26.7,24.4,2026,32.1,1220
253,김해시,2020-08-12,26.7,25,1,30.1,1655
253,김해시,2020-08-13,28.2,24.7,449,32.8,1303
253,김해시,2020-08-14,28.8,26,540,32.5,1343
253,김해시,2020-08-15,29.2,25.6,613,34.2,1224
253,김해시,2020-08-16,28.9,24.2,457,34.3,1249
253,김해시,2020-08-17,29,25.1,532,35.3,1447
253,김해시,2020-08-18,29.6,24.6,534,34.9,1504
253,김해시,2020-08-19,29.3,25.1,533,35.5,1358
253,김해시,2020-08-20,29.1,25.2,532,35.8,1313
253,김해시,2020-08-21,27.4,23,534,34.1,1430
253,김해시,2020-08-22,26.8,22.8,527,31,1301
253,김해시,2020-08-23,27.1,23.6,444,32.2,1213
253,김해시,2020-08-24,27.8,23.3,551,33.2,1502
253,김해시,2020-08-25,29.5,24.1,527,35.1,1355
253,김해시,2020-08-26,29.2,28.1,552,32.8,1412
253,김해시,2020-08-27,26.2,23.4,735,28.8,1
253,김해시,2020-08-28,27.1,24.6,631,31.6,1343
253,김해시,2020-08-29,27.9,24,452,32.6,1324
253,김해시,2020-08-30,28.3,24.8,426,34,1246
253,김해시,2020-08-31,26.2,23.6,2226,29.8,1525
253,김해시,2020-09-01,26.3,22.8,305,31.4,1331
253,김해시,2020-09-02,26.4,24,644,29.3,1207
253,김해시,2020-09-03,26.1,23.1,2211,30.7,1417
253,김해시,2020-09-04,24,18.4,537,29.4,1401
253,김해시,2020-09-05,19.3,17.3,1918,21.6,1
253,김해시,2020-09-06,21.1,17.7,53,24.2,1329
253,김해시,2020-09-07,22.6,20.4,1301,24.7,743
253,김해시,2020-09-08,24.5,21.6,231,28.7,1402
253,김해시,2020-09-09,24.3,21.1,618,28.8,1350
253,김해시,2020-09-10,24.1,20.9,453,28.7,1254
253,김해시,2020-09-11,22.9,20.3,2355,27.6,1414
253,김해시,2020-09-12,21.3,19.4,250,24.7,1238
253,김해시,2020-09-13,20.5,18.2,548,24.7,1127
253,김해시,2020-09-14,21.8,17.5,537,29,1357
253,김해시,2020-09-15,23.3,18.9,605,29.2,1249
253,김해시,2020-09-16,21.7,20.4,559,23.2,948
253,김해시,2020-09-17,20.9,18.5,2356,23.4,1238
253,김해시,2020-09-18,19.5,17,2356,24.5,1508
253,김해시,2020-09-19,20.4,13.9,557,27.5,1409
253,김해시,2020-09-20,20.4,14.7,551,27.4,1454
253,김해시,2020-09-21,19.1,13,441,25.9,1238
253,김해시,2020-09-22,19.4,16.4,641,24.7,1517
253,김해시,2020-09-23,20.1,16.5,200,23.5,957
253,김해시,2020-09-24,21.2,17.9,622,26.7,1407
253,김해시,2020-09-25,20.6,17.1,553,26.5,1434
253,김해시,2020-09-26,20.3,16,340,26.3,1458
253,김해시,2020-09-27,20.2,16.1,2341,26.9,1511
253,김해시,2020-09-28,19.2,14.2,425,26.3,1514
253,김해시,2020-09-29,19,12.1,613,26.6,1255
253,김해시,2020-09-30,19.8,14.3,513,26.6,1422
253,김해시,2020-10-01,19.1,13.9,638,26.3,1353
253,김해시,2020-10-02,20.4,14.2,635,27.7,1407
253,김해시,2020-10-03,21.6,18.2,515,28.1,1401
253,김해시,2020-10-04,21.1,18.5,553,26.6,1430
253,김해시,2020-10-05,16.3,11.9,648,21.5,1440
253,김해시,2020-10-06,17,11.2,627,23.5,1538
253,김해시,2020-10-07,18.5,13.7,629,24.4,1414
253,김해시,2020-10-08,18.7,16.1,2206,23.6,1257
253,김해시,2020-10-09,18.9,16.2,433,23.9,1341
253,김해시,2020-10-10,17.7,14.7,2400,20.9,1411
253,김해시,2020-10-11,16.7,13.7,241,21,1201
253,김해시,2020-10-12,18,12.2,545,24.9,1510
253,김해시,2020-10-13,16.9,13.1,629,23.4,1421
253,김해시,2020-10-14,15.7,10.1,556,23,1447
253,김해시,2020-10-15,16,10.7,627,22.4,1358
253,김해시,2020-10-16,14.8,12.4,605,18,1138
253,김해시,2020-10-17,15.5,10.7,648,22.2,1414
253,김해시,2020-10-18,15.3,10.5,607,22.4,1519
253,김해시,2020-10-19,15.9,10.1,700,23.1,1412
253,김해시,2020-10-20,15.8,9.8,630,24,1241
253,김해시,2020-10-21,15.1,11.7,603,19.8,1152
253,김해시,2020-10-22,15,13.2,2359,17.9,1506
253,김해시,2020-10-23,12.1,7.8,650,17.9,1451
253,김해시,2020-10-24,11.2,5.3,554,18.1,1444
253,김해시,2020-10-25,13.4,6.3,636,21.3,1405
253,김해시,2020-10-26,14.1,8.1,657,22.7,1427
253,김해시,2020-10-27,14.7,8.1,648,22.3,1455
253,김해시,2020-10-28,15.5,12.2,47,22.2,1409
253,김해시,2020-10-29,13.9,8.4,611,20.7,1434
253,김해시,2020-10-30,13.6,8.8,652,21.1,1231
253,김해시,2020-10-31,13.7,8.5,546,21.1,1346
253,김해시,2020-11-01,13,9.6,223,16.2,1241
253,김해시,2020-11-02,13,8.9,2337,17.4,1507
253,김해시,2020-11-03,7.8,3.7,2359,13.3,1338
253,김해시,2020-11-04,7.1,1.6,552,14.1,1415
253,김해시,2020-11-05,10,2.8,324,17.2,1428
253,김해시,2020-11-06,13.6,9.4,400,17,1251
253,김해시,2020-11-07,16.7,12.9,2335,22.9,1444
253,김해시,2020-11-08,12.8,7.8,2341,19.8,1522
253,김해시,2020-11-09,8.4,4.2,658,14.3,1438
253,김해시,2020-11-10,9.9,4.5,714,16,1445
253,김해시,2020-11-11,10.1,3.4,638,17.9,1410
253,김해시,2020-11-12,11.7,5.3,643,20,1409
253,김해시,2020-11-13,13.3,6.4,354,21,1438
253,김해시,2020-11-14,13.7,8.3,643,21.4,1334
253,김해시,2020-11-15,13.4,8.6,643,19.9,1421
253,김해시,2020-11-16,14.9,8,647,22.2,1410
253,김해시,2020-11-17,17.2,13.9,648,22,1218
253,김해시,2020-11-18,18.9,14.1,451,23.9,1451
253,김해시,2020-11-19,19.5,14.5,2355,22.6,1450
253,김해시,2020-11-20,11.7,6.2,2330,15.9,1351
253,김해시,2020-11-21,8.9,3.4,532,14.7,1333
253,김해시,2020-11-22,9.8,8.8,2400,11.1,1523
253,김해시,2020-11-23,6.9,3.5,705,12.1,1512
253,김해시,2020-11-24,7.5,2.8,505,15,1428
253,김해시,2020-11-25,8.5,4.9,727,14.2,1439
253,김해시,2020-11-26,9.1,5.6,303,14.5,1446
253,김해시,2020-11-27,8.7,4.2,2358,13.5,1255
253,김해시,2020-11-28,4.3,1.4,711,8.7,1454
253,김해시,2020-11-29,3.9,-1.1,723,9.6,1513
253,김해시,2020-11-30,4.2,-.1,624,9.8,1442
253,김해시,2020-12-01,4.5,-1,702,10.8,1438
253,김해시,2020-12-02,5.9,1.7,519,11.4,1256
253,김해시,2020-12-03,5.2,2,732,10.3,1442
253,김해시,2020-12-04,3.2,-1,647,9.2,1436
253,김해시,2020-12-05,4.3,-.9,658,10.3,1402
253,김해시,2020-12-06,5.4,.4,553,11.2,1457
253,김해시,2020-12-07,5.6,1.8,630,11.4,1521
253,김해시,2020-12-08,3.1,-.2,716,7.9,1443
253,김해시,2020-12-09,3.3,-2.2,720,10.8,1512
253,김해시,2020-12-10,5.2,1.2,302,10.4,1504
253,김해시,2020-12-11,7.5,2.1,600,13,1434
253,김해시,2020-12-12,6.5,2.4,2328,10.5,1351
253,김해시,2020-12-13,5.3,-.4,713,11.5,1516
253,김해시,2020-12-14,-1.7,-5,2340,1.4,1
253,김해시,2020-12-15,-3.8,-7.1,638,.4,1423
253,김해시,2020-12-16,-3.3,-7.2,657,1.8,1456
253,김해시,2020-12-17,-1.6,-6.8,317,4,1443
253,김해시,2020-12-18,1.5,-3.2,726,7.8,1329
253,김해시,2020-12-19,-.1,-2.3,2329,4.2,1443
253,김해시,2020-12-20,.4,-3.2,509,5.7,1319
253,김해시,2020-12-21,.7,-3.6,630,6.3,1454
253,김해시,2020-12-22,2.9,-2.5,730,9.4,1429
253,김해시,2020-12-23,4.3,-2.4,700,8.7,1424
253,김해시,2020-12-24,6.4,2.6,2351,12.7,1507
253,김해시,2020-12-25,2.1,-1.4,706,7.1,1532
253,김해시,2020-12-26,3.2,-3.4,746,10.2,1421
253,김해시,2020-12-27,4.3,.8,710,9.1,1351
253,김해시,2020-12-28,5.4,1,631,12.6,1523
253,김해시,2020-12-29,5.3,.6,2355,12.9,1236
253,김해시,2020-12-30,-3.8,-8.2,2306,.6,1
253,김해시,2020-12-31,-3.5,-8.9,731,1.7,1543
253,김해시,2021-01-01,-1.3,-6.6,651,4.5,1417
253,김해시,2021-01-02,-.2,-3.2,2351,4.7,1425
253,김해시,2021-01-03,-.8,-4.2,521,3.7,1326
253,김해시,2021-01-04,1,-4.3,632,7.3,1433
253,김해시,2021-01-05,.6,-3.9,2341,4.9,1210
253,김해시,2021-01-06,-2.9,-7.3,728,1.6,1505
253,김해시,2021-01-07,-7.4,-11.5,2359,-.9,58
253,김해시,2021-01-08,-9.5,-13.9,617,-3.7,1526
253,김해시,2021-01-09,-7.2,-12.5,506,-1,1532
253,김해시,2021-01-10,-4,-10.2,638,2.2,1509
253,김해시,2021-01-11,-2.1,-5.9,725,1.9,1448
253,김해시,2021-01-12,-.3,-5.5,745,4.7,1414
253,김해시,2021-01-13,4.7,-3,538,11.5,1446
253,김해시,2021-01-14,6.7,-.2,733,14.6,1409
253,김해시,2021-01-15,9.9,3.2,602,16.7,1507
253,김해시,2021-01-16,4.5,-1.1,2358,11.8,6
253,김해시,2021-01-17,-1.7,-4.6,2349,2.8,1456
253,김해시,2021-01-18,-.2,-6.1,647,5.2,1210
253,김해시,2021-01-19,-1.4,-6.3,747,5.7,1541
253,김해시,2021-01-20,2.6,-4.5,652,11.2,1450
253,김해시,2021-01-21,6.4,-1.7,757,14.3,1335
253,김해시,2021-01-22,8.8,6.6,156,10.8,2218
253,김해시,2021-01-23,10.5,9,2337,12.4,1158
253,김해시,2021-01-24,9.2,8,758,12.6,1210
253,김해시,2021-01-25,9,6.4,727,14.1,1355
253,김해시,2021-01-26,5.7,4,2359,7.7,37
253,김해시,2021-01-27,6,1.6,537,11.7,1536
253,김해시,2021-01-28,2.9,-3.7,2358,11.7,1408
253,김해시,2021-01-29,-3.5,-7,740,2.1,1459
253,김해시,2021-01-30,2.1,-6.2,501,9.9,1404
253,김해시,2021-01-31,6.4,-1.9,703,12.7,1417
253,김해시,2021-02-01,9.4,7.5,2224,11.1,508
253,김해시,2021-02-02,1.4,-2.9,2333,8.3,3
253,김해시,2021-02-03,-.8,-5.5,645,4.9,1607
253,김해시,2021-02-04,3.4,-.8,1,8.9,1534
253,김해시,2021-02-05,3.4,-2.6,736,8.9,1545
253,김해시,2021-02-06,7.5,.5,727,15.6,1516
253,김해시,2021-02-07,9.4,4.3,631,15.2,1456
253,김해시,2021-02-08,2.1,-2,2352,8.1,1
253,김해시,2021-02-09,1.3,-5.1,726,8.7,1552
253,김해시,2021-02-10,4.8,-1.3,610,12.6,1529
253,김해시,2021-02-11,6.7,1.5,810,12.1,1428
253,김해시,2021-02-12,8.8,4.1,540,16.5,1435
253,김해시,2021-02-13,11,4.2,743,19.8,1512
253,김해시,2021-02-14,9.4,4.8,525,11.9,1621
253,김해시,2021-02-15,7.3,-.1,2324,13.1,1223
253,김해시,2021-02-16,1.2,-3.7,650,6.8,1502
253,김해시,2021-02-17,-3.8,-6.2,2359,.1,1438
253,김해시,2021-02-18,-3.2,-8,701,2.4,1551
253,김해시,2021-02-19,3.1,-5.4,558,12.4,1540
253,김해시,2021-02-20,11.7,5.8,205,18.7,1309
253,김해시,2021-02-21,14.5,7.6,441,22.3,1428
253,김해시,2021-02-22,15.7,10.7,2353,21.6,1436
253,김해시,2021-02-23,7.5,3.3,638,12.9,1540
253,김해시,2021-02-24,6.1,1.2,636,12.7,1338
253,김해시,2021-02-25,6.7,2.8,513,10.1,1338
253,김해시,2021-02-26,8.7,6,56,14,1333
253,김해시,2021-02-27,7.1,4.4,2345,10.6,1334
253,김해시,2021-02-28,9.1,3.5,703,14.5,1459
253,김해시,2021-03-01,11.5,6,2356,15.9,1833
253,김해시,2021-03-02,3.6,1.4,2121,8.3,1557
253,김해시,2021-03-03,5.3,-.8,623,11.4,1458
253,김해시,2021-03-04,7.3,2.3,412,12.8,1608
253,김해시,2021-03-05,11.4,6.5,738,19.1,1516
253,김해시,2021-03-06,7.5,4.4,2340,13,1001
253,김해시,2021-03-07,6.5,4.1,630,11.6,1613
253,김해시,2021-03-08,7.4,1.7,634,14.3,1236
253,김해시,2021-03-09,9.1,3.7,623,15.1,1522
253,김해시,2021-03-10,10.2,5.8,653,16.5,1211
253,김해시,2021-03-11,10.1,3,545,17.2,1534
253,김해시,2021-03-12,9.4,8.3,711,11.5,22
253,김해시,2021-03-13,10.2,6,516,16.4,1438
253,김해시,2021-03-14,11.3,5.8,503,17.3,1515
253,김해시,2021-03-15,12.4,6.1,632,17.2,1406
254,순창군,2020-03-10,6.1,3.5,2359,9,102
254,순창군,2020-03-11,3.5,-1.4,2359,7.7,1350
254,순창군,2020-03-12,5.4,-4.4,619,15.1,1548
254,순창군,2020-03-13,5.3,.3,452,12.4,1448
254,순창군,2020-03-14,4.1,-.3,657,9.8,1537
254,순창군,2020-03-15,4.6,-1.6,705,10.9,1404
254,순창군,2020-03-16,4.2,-2.7,641,11,1546
254,순창군,2020-03-17,6.4,-3,658,16.5,1429
254,순창군,2020-03-18,9.9,.7,319,18.7,1529
254,순창군,2020-03-19,7.4,2.2,641,13.2,1059
254,순창군,2020-03-20,8.5,.1,636,15.8,1457
254,순창군,2020-03-21,12.2,-.1,637,22.8,1549
254,순창군,2020-03-22,13.6,7.6,2154,20.1,1253
254,순창군,2020-03-23,8.8,-.1,629,17.2,1518
254,순창군,2020-03-24,9.2,-.5,640,19.7,1558
254,순창군,2020-03-25,12.1,1.2,613,21,1501
254,순창군,2020-03-26,11.9,9.2,704,14.1,1713
254,순창군,2020-03-27,10.2,3.3,2128,14.3,628
254,순창군,2020-03-28,5.7,1.7,2356,10.2,1516
254,순창군,2020-03-29,7.1,-2.1,622,15.6,1425
254,순창군,2020-03-30,10.9,5.7,626,18.8,1616
254,순창군,2020-03-31,11,2,638,20.2,1359
254,순창군,2020-04-01,9.6,3.9,2356,17.3,1406
254,순창군,2020-04-02,8.2,.4,623,17.8,1502
254,순창군,2020-04-03,8.1,-.9,620,17.1,1419
254,순창군,2020-04-04,6.5,-1.2,553,16.7,1318
254,순창군,2020-04-05,5.5,-2.6,619,14,1434
254,순창군,2020-04-06,7.6,-2.6,605,17.3,1441
254,순창군,2020-04-07,10.7,.8,622,19.2,1352
254,순창군,2020-04-08,8.4,1.9,616,15.4,1329
254,순창군,2020-04-09,7.3,-.8,615,14.6,1402
254,순창군,2020-04-10,9.6,4.6,640,14.8,1419
254,순창군,2020-04-11,7.2,5.3,2120,10.6,1305
254,순창군,2020-04-12,7.3,2.1,637,12.6,1209
254,순창군,2020-04-13,8.1,3.2,245,14.3,1457
254,순창군,2020-04-14,10.2,-.6,627,20.7,1459
254,순창군,2020-04-15,11,1.8,555,19.6,1426
254,순창군,2020-04-16,12.7,1.4,602,22.1,1446
254,순창군,2020-04-17,12.6,9.1,639,17.3,1459
254,순창군,2020-04-18,12,8.6,2348,17.6,1442
254,순창군,2020-04-19,10.2,8.1,134,14.1,1033
254,순창군,2020-04-20,10.4,5.7,533,16.5,1408
254,순창군,2020-04-21,8.4,4.7,527,13.2,1141
254,순창군,2020-04-22,6.1,1.3,519,11.2,1255
254,순창군,2020-04-23,7.6,2,126,13,1526
254,순창군,2020-04-24,8.7,-.3,559,15.6,1516
254,순창군,2020-04-25,12.2,1.6,550,21.9,1422
254,순창군,2020-04-26,11.6,3.1,617,18.5,1516
254,순창군,2020-04-27,10.4,2.1,606,17.8,1420
254,순창군,2020-04-28,11.4,1.4,547,19.8,1427
254,순창군,2020-04-29,13.6,3.5,552,23.3,1624
254,순창군,2020-04-30,15.8,3.7,543,24.9,1531
254,순창군,2020-05-01,21.4,16.5,35,26.3,1311
254,순창군,2020-05-02,20.1,17.7,622,25,1326
254,순창군,2020-05-03,17.9,15.6,529,21.1,1428
254,순창군,2020-05-04,18.8,13.3,2359,25.5,1405
254,순창군,2020-05-05,16.2,10.7,543,21.4,1247
254,순창군,2020-05-06,20.7,12.5,539,29.5,1542
254,순창군,2020-05-07,18.4,11.6,558,26.1,1627
254,순창군,2020-05-08,16.5,6.9,558,23,1223
254,순창군,2020-05-09,16.8,12.5,2343,19.7,1507
254,순창군,2020-05-10,14.2,11,2357,18.7,1542
254,순창군,2020-05-11,17.6,10.2,143,25.4,1529
254,순창군,2020-05-12,15.9,9.5,2400,21.4,1350
254,순창군,2020-05-13,14.7,6.4,541,22.6,1543
254,순창군,2020-05-14,18.3,9.3,455,26.3,1453
254,순창군,2020-05-15,16.7,14.7,847,18.8,118
254,순창군,2020-05-16,19.1,16.4,402,23.7,1449
254,순창군,2020-05-17,20.8,16.3,658,28.3,1441
254,순창군,2020-05-18,18,12.2,2351,24.2,1226
254,순창군,2020-05-19,12.7,11,501,15.2,1229
254,순창군,2020-05-20,14.6,8.3,523,21.3,1448
254,순창군,2020-05-21,16.9,9.1,531,24.8,1621
254,순창군,2020-05-22,18.3,11.7,552,24.8,1558
254,순창군,2020-05-23,19,10.4,541,26,1529
254,순창군,2020-05-24,17.4,14.6,521,22.1,1025
254,순창군,2020-05-25,17.3,12.4,541,22.5,1539
254,순창군,2020-05-26,18.4,13.7,458,24.7,1713
254,순창군,2020-05-27,18.6,12.8,2354,25.1,1519
254,순창군,2020-05-28,17.1,9.2,522,25.3,1540
254,순창군,2020-05-29,20.1,11.5,504,28.1,1645
254,순창군,2020-05-30,20.4,15.5,514,26,1518
254,순창군,2020-05-31,20,14.8,551,25.2,1241
254,순창군,2020-06-01,19.7,13,2359,24.7,1509
254,순창군,2020-06-02,20.2,11.3,533,27.7,1514
254,순창군,2020-06-03,22.3,18.1,551,27.4,1647
254,순창군,2020-06-04,25.1,19.9,522,31.6,1600
254,순창군,2020-06-05,24.9,18,519,32.5,1459
254,순창군,2020-06-06,23.1,19.1,2259,30.6,1523
254,순창군,2020-06-07,23.9,19.5,1,30.3,1635
254,순창군,2020-06-08,24.7,18.2,451,33.4,1508
254,순창군,2020-06-09,25.4,17.2,546,32.5,1435
254,순창군,2020-06-10,24.5,19.7,515,32.5,1249
254,순창군,2020-06-11,25,20.9,25,30.4,1524
254,순창군,2020-06-12,24.9,22.2,500,30.6,1524
254,순창군,2020-06-13,23.6,21.8,342,26.6,1430
254,순창군,2020-06-14,22.9,19.3,2357,25.5,1439
254,순창군,2020-06-15,22.3,16.1,612,28.9,1510
254,순창군,2020-06-16,22.8,15.6,535,29.4,1440
254,순창군,2020-06-17,21.9,17.4,557,27.2,1256
254,순창군,2020-06-18,18.4,16.8,941,19.5,1652
254,순창군,2020-06-19,22.1,17.4,307,29.1,1546
254,순창군,2020-06-20,22.8,17.4,557,29.5,1659
254,순창군,2020-06-21,24.6,19.6,517,32,1559
254,순창군,2020-06-22,24.4,17.8,505,32.6,1510
254,순창군,2020-06-23,25,18.9,448,30.8,1258
254,순창군,2020-06-24,22.6,20.5,1526,24.4,257
254,순창군,2020-06-25,22,19.9,2319,23.4,1037
254,순창군,2020-06-26,22.5,18.8,627,29.1,1624
254,순창군,2020-06-27,23.7,18.5,532,30.7,1548
254,순창군,2020-06-28,24.5,18,523,30.4,1527
254,순창군,2020-06-29,21.8,19.7,1848,25.4,1122
254,순창군,2020-06-30,20.2,18.1,2306,23,37
254,순창군,2020-07-01,20.9,17.1,502,26.7,1408
254,순창군,2020-07-02,22.6,16.7,603,27.2,1704
254,순창군,2020-07-03,19.9,17.5,2041,21.9,1349
254,순창군,2020-07-04,19.7,17.6,222,22.8,1531
254,순창군,2020-07-05,21.9,18.8,10,26.8,1446
254,순창군,2020-07-06,21.8,18.8,504,24.6,1749
254,순창군,2020-07-07,24.9,21.4,612,30,1418
